customerId,gender,mobileApp,partnerProgram,travelInsurance,tenure,redeemedMiles,familyAccount,membership,onlineAccount,traveledRecently,extraLuggage,customerSupportLast3Mos,businessClass,emailComms,travelFrequency,smsComms,paymentMethod,lastQuarterPoints,totalPoints,label
8749-CLJXC,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,false
5049-GLYVG,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,true
3090-QFUVD,Female,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,false
4786-UKSNZ,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,true
2081-KJSQF,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,true,credit card,20,20,false
8073-IJDCM,Female,0,false,false,1,true,false,no,false,false,false,false,false,false,high,true,credit card,20,20,true
1963-VAUKV,Female,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,true
2676-ISHSF,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,false
1000-AJSLD,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,true,credit card,20,20,true
3590-TCXTB,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,false
7839-QRKXN,Female,0,false,false,1,true,false,no,false,false,false,false,false,false,high,true,credit card,20,20,true
4745-LSPLO,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,20,20,true
2111-DWYHN,Male,0,false,false,1,true,false,no,false,false,false,false,false,false,high,false,credit card,21,21,false
3797-VTIDR,Male,0,true,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,23,23,true
1024-GUALD,Female,0,true,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,24,24,true
6366-ZGQGL,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,bank transfer,24,24,true
9227-LUNBG,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,debit card,24,24,true
7365-BVCJH,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,24,24,false
9136-ALYBR,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,24,24,true
1334-FJSVR,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,24,24,true
2565-JSLRY,Male,0,false,false,1,true,true,no,false,false,false,false,false,false,high,true,credit card,24,24,true
9895-VFOXH,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,credit card,24,24,false
7932-WPTDS,Female,1,true,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,24,24,true
4367-NHWMM,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,24,24,false
3439-GVUSX,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,credit card,24,24,false
4195-NZGTA,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,debit card,25,25,false
6158-HDPXZ,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,credit card,25,25,false
7537-RBWEA,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,25,25,false
1768-ZAIFU,Female,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,25,25,true
0661-XEYAN,Female,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,25,25,true
2672-DZUOY,Male,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,25,25,true
2712-SYWAY,Female,0,false,false,1,true,true,no,false,false,false,false,false,false,high,true,debit card,25,25,false
2209-XADXF,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,bank transfer,25,25,false
8896-BQTTI,Male,0,false,false,1,true,true,no,false,false,false,false,false,false,high,true,credit card,25,25,false
6032-IGALN,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,25,25,true
9907-SWKKF,Female,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,credit card,25,25,true
0612-RTZZA,Female,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,debit card,25,25,true
8260-NGFNY,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,high,false,credit card,25,25,true
2692-PFYTJ,Female,0,false,false,1,true,true,no,false,false,false,false,false,false,high,true,credit card,25,25,false
0023-HGHWL,Male,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,debit card,25,25,true
3069-SSVSN,Female,0,false,false,1,false,false,silver,false,false,false,false,false,false,medium,false,credit card,25,25,false
1496-GGSUK,Female,1,false,false,1,false,false,silver,false,false,false,false,false,false,high,true,credit card,25,25,true
0616-ATFGB,Male,1,true,false,1,false,false,silver,false,false,false,false,false,false,high,false,debit card,25,25,true
7590-VHVEG,Female,0,true,false,1,false,false,silver,false,true,false,false,false,false,high,true,debit card,29,29,false
6317-YPKDH,Female,0,false,false,1,false,false,silver,false,true,false,false,false,false,high,false,bank transfer,29,29,true
1816-FLZDK,Male,0,false,false,1,false,false,silver,false,false,false,true,false,false,high,false,credit card,29,29,false
5999-LCXAO,Female,0,false,false,1,false,false,silver,true,false,false,false,false,false,high,false,credit card,29,29,false
9526-BIHHD,Male,0,false,false,1,false,false,silver,true,false,false,false,false,false,high,false,credit card,29,29,true
6656-JWRQX,Female,0,false,false,1,false,false,silver,false,false,false,true,false,false,high,false,credit card,30,30,false
3091-FYHKI,Male,0,false,false,1,false,false,silver,false,false,false,false,false,true,high,true,debit card,35,35,true
0841-NULXI,Male,0,false,false,1,false,false,silver,false,false,false,false,false,true,high,true,debit card,35,35,true
7854-FOKSF,Male,0,false,false,1,false,false,silver,false,false,false,false,false,true,high,false,debit card,35,35,true
1740-CSDJP,Male,0,false,false,1,false,false,silver,false,false,false,false,false,true,high,true,bank transfer,35,35,true
3841-CONLJ,Female,0,true,false,1,false,false,silver,false,false,false,false,false,true,high,false,debit card,35,35,false
2049-BAFNW,Female,0,false,false,1,false,false,silver,false,false,true,true,false,false,high,false,credit card,35,35,false
3751-KTZEL,Female,0,false,false,1,false,false,silver,false,false,false,false,false,true,high,false,credit card,35,35,true
8779-QRDMV,Male,1,false,false,1,false,false,silver,false,false,true,false,false,true,high,true,debit card,39,39,true
6959-UWKHF,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,42,42,true
1478-VPOAD,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,43,43,false
6650-VJONK,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,bank transfer,43,43,false
6702-OHFWR,Male,1,false,false,1,false,false,silver,false,true,true,false,false,true,high,true,debit card,43,43,true
1895-QTKDO,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,43,43,false
3085-QUOZK,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,43,43,true
8705-WZCYL,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,44,44,false
6982-SSHFK,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,true
9448-REEVD,Male,0,true,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,true
3961-SXAXY,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,bank transfer,44,44,false
5858-EAFCZ,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,false
4373-VVHQL,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,44,44,false
1942-OQFRW,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,44,44,false
0415-MOSGF,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,true
4146-SVFUD,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,false
7663-RGWBC,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,true
8950-MTZNV,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,false
8710-YGLWG,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,false
8720-RQSBJ,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,44,44,false
2672-OJQZP,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,44,44,false
6145-NNPNO,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,bank transfer,44,44,false
6595-COKXZ,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,true
8180-AKMJV,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,false
4855-SNKMY,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,44,44,true
9214-EKVXR,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,false
0082-LDZUE,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,44,44,false
4847-QNOKA,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,bank transfer,44,44,true
7851-FLGGQ,Male,0,false,false,1,false,false,silver,false,true,false,true,false,true,high,true,credit card,44,44,true
3413-BMNZE,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,bank transfer,45,45,false
2135-RXIHG,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,45,45,true
6582-OIVSP,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,false
9244-ZVAPM,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,false
0887-HJGAR,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
9117-SHLZX,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
5552-ZNFSJ,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
2833-SLKDQ,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,true
4237-RLAQD,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
8080-DDEMJ,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
8356-WUAOJ,Female,0,true,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,45,45,false
1612-EOHDH,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
7054-LGEQW,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,true
3566-HJGPK,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,false
4193-ORFCL,Female,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,true
7065-YUNRY,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
4706-DGAHW,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,false
5696-QURRL,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
5692-FPTAH,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,true
5133-POWUA,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,false
5077-DXTCG,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,45,45,true
6128-CZOMY,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,45,45,true
7825-GKXMW,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
7359-PTSXY,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
7754-IXRMC,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,false
7252-NTGSS,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,45,45,false
2082-CEFLT,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,debit card,45,45,true
2275-RBYQS,Female,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,false
1963-SVUCV,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,45,45,true
6127-IYJOZ,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,credit card,45,45,false
3926-CUQZX,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,true,bank transfer,45,45,true
3669-OYSJI,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,46,46,true
7593-XFKDI,Male,0,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,credit card,46,46,true
6185-TASNN,Male,1,false,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,46,46,false
1976-CFOCS,Female,1,true,false,1,true,false,silver,false,false,false,false,false,false,high,false,debit card,46,46,true
8286-AFUYI,Male,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,false,debit card,47,47,false
0322-YINQP,Male,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,true,credit card,48,48,true
0623-GDISB,Female,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,true,bank transfer,48,48,false
1794-HBQTJ,Female,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,true,credit card,48,48,true
9752-ZNQUT,Female,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,true,debit card,48,48,false
2273-QCKXA,Male,0,false,false,1,true,false,silver,false,false,false,true,false,false,high,false,credit card,49,49,false
3716-UVSPD,Male,0,false,false,1,true,false,silver,false,false,false,true,false,false,high,true,debit card,49,49,false
1536-HBSWP,Female,0,false,false,1,true,false,silver,false,false,false,true,false,false,high,true,debit card,49,49,false
4065-JJAVA,Female,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,false,debit card,49,49,false
3334-CTHOL,Female,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,bank transfer,49,49,true
7442-YGZFK,Male,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,credit card,49,49,false
2722-JMONI,Female,1,true,false,1,true,false,silver,true,false,false,false,false,false,high,true,debit card,49,49,true
8885-QSQBX,Female,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,false,bank transfer,49,49,false
2607-FBDFF,Male,0,false,false,1,true,false,silver,false,false,false,true,false,false,high,false,credit card,49,49,false
1660-HSOOQ,Male,0,false,false,1,true,false,silver,false,false,true,false,false,false,high,true,credit card,49,49,true
7312-XSBAT,Male,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,false,debit card,49,49,false
8757-TFHHJ,Male,0,false,false,1,true,false,silver,true,false,false,false,false,false,high,true,credit card,49,49,false
1471-GIQKQ,Female,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,false,debit card,49,49,false
6905-NIQIN,Male,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,false,credit card,50,50,true
2207-NHRJK,Male,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,false,debit card,50,50,true
7767-UXAGJ,Male,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,debit card,50,50,true
3946-MHCZW,Male,0,false,false,1,true,false,silver,false,false,true,false,false,false,high,false,credit card,50,50,true
0248-IPDFW,Female,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,debit card,50,50,false
4749-VFKVB,Female,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,credit card,50,50,true
1845-ZLLIG,Male,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,true,credit card,50,50,false
2740-TVLFN,Male,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,true,debit card,50,50,false
4317-VTEOA,Male,0,false,false,1,true,false,silver,false,true,false,false,false,false,high,true,debit card,50,50,true
2103-ZRXFN,Male,0,false,false,1,true,true,silver,false,false,false,false,false,false,high,false,credit card,50,50,false
